Timestamp,Nombre_Imagen,Pin_Activado
2025-09-16 13:42:58,aura_bg.png,3
2025-09-16 13:47:18,noBgWhite.png,5
2025-09-16 13:49:20,noBgColor.png,9
2025-09-16 13:49:35,aura_bg.png,5
2025-09-16 13:50:00,aura_bg.png,3
